Tempo,Weight on Wheels,Altitude Pressão,Pitot raw,Pitot velocidade calibrada,Pitot velocidade calibrada filtrado,Velocidade Calibrada GPS,Rotação da hélice,Deflexão profundor,Deflexão aileron,Deflexão leme,Taxa de rolamento,Taxa de arfagem,Taxa de guinada,Fator de carga X,Fator de carga Y,Fator de carga Z,Posição X,Posição Y,Posição Z filtrado,Posição Z,Atitude,Inclinação lateral,Tempo de voo
s,-,m,volt analog,m/s,m/s,m/s,rpm,°,°,°,°/s,°/s,°/s,g,g,g,m,m,m,m,°,°,s
 148.95,1, 29.0994, 40.0000, -2.2489, -1.2933,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.2082, -0.0316, -0.0396,  0.2893,  0.0354,  1.3306,   0.0000,   0.0000,  0.4011,  1.6726,-26.4862,-177.0284,   0.00
 149.03,1, 28.0979, 40.0000, -2.2489, -1.4707,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.8725,  1.1375, -0.1280, -0.0674,  0.6921, -0.0348,   0.0000,   0.0000,  0.2674,  0.6685,-41.5025,171.0210,   0.00
 149.10,1, 25.9260, 40.2000, -1.2984, -1.3015,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.7616,  0.1616,  0.4362,  0.2271,  0.3008,  0.3115,   0.0000,   0.0000, -0.0838, -1.5061,-60.0668,-142.3846,   0.00
 149.18,1, 29.0994, 40.8000,  2.9033, -1.0439,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0643,  0.7553,  0.6917,  0.2536, -0.2022, -0.1462,   0.0000,   0.0000,  0.4180,  1.6726,-52.5878,-95.9091,   0.00
 149.27,1, 29.4323, 38.4000, -5.6596, -1.1817,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.5015, -0.1415,  0.1430,  0.9140, -0.1932, -1.1108,   0.0000,   0.0000,  0.6270,  2.0055,-20.5323,-110.1483,   0.00
 149.35,1, 28.4309, 39.6000, -3.4353, -1.4184,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.0902,  0.2346, -0.0646, -0.0854,  0.2163, -1.1541,   0.0000,   0.0000,  0.6270,  0.6685, 47.6425,-53.0398,   0.00
 149.48,1, 28.4309, 40.0000, -2.2489, -1.5958,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.4329, -0.3942,  0.3686,  0.1295,  0.0076,  0.9044,   0.0000,   0.0000,  0.9864,  1.0041, 24.2440, -5.4312,   0.00
 149.56,1, 29.0994, 39.4000, -3.8952, -1.8555,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.6182, -0.4271, -0.1291,  0.3751, -0.7366,  1.7486,   0.0000,   0.0000,  1.0532,  1.6726, 55.3549, 25.0300,   0.00
 149.63,1, 28.0979, 40.0000, -2.2489, -1.7962,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -1.3157,  0.0243, -0.3849,  0.4549,  0.1970,  0.5697,   0.0000,   0.0000,  1.0532,  0.6685, 34.6884, 62.3016,   0.00
 149.73,1, 29.0994, 40.8000,  2.9033, -1.5385,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.6854, -0.4820, -0.0893,  0.5988,  0.2331,  0.0279,   0.0000,   0.0000,  1.0199,  1.6726, 16.3602, 89.0888,   0.00
 149.80,1, 26.6790, 40.8000,  2.9033, -1.1781,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.3064,  1.0000, -0.8933, -0.4940,  0.2670,  0.0266,   0.0000,   0.0000,  0.7771, -0.7557, 11.6746, 93.6390,   0.00
 149.88,1, 28.0979, 39.6000, -3.4353, -1.4147,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.1832, -0.1446,  0.3110, -0.8948, -0.5480, -0.4299,   0.0000,   0.0000,  0.7771,  0.6685, -4.0767,105.7276,   0.00
 149.96,1, 28.0979, 38.8000, -5.0287, -1.5537,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.2136, -0.2695,  0.0235, -0.2927,  1.2094, -0.4551,   0.0000,   0.0000,  0.9946,  0.6685,  3.7330,116.8182,   0.00
 150.04,1, 27.7624, 39.4000, -3.8952, -1.4971,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.6674, -0.0268,  0.1295, -0.2415,  0.0239,  3.7445,   0.0000,   0.0000,  0.8609,  0.3356, -6.8280,127.7281,   0.00
 150.12,1, 28.0979, 40.2000, -1.2984, -1.6269,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.3317, -0.0694,  0.2606,  0.3292,  0.2295,  0.9195,   0.0000,   0.0000,  0.7272,  0.6685,-49.0816,130.5702,   0.00
 150.20,1, 29.8498, 38.6000, -5.3535, -1.7821,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.1559,  0.1033, -0.3720,  0.6534,  0.2911,  0.2667,   0.0000,   0.0000,  0.9026,  2.4230,-82.0522,-103.9560,   0.00
 150.29,1, 29.0994, 40.0000, -2.2489, -1.6793,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.5717, -1.0368, -0.2724,  0.4401,  0.2600,  2.6150,   0.0000,   0.0000,  0.9695,  1.6726,-52.9300,-73.0228,   0.00
 150.37,1, 28.0979, 40.8000,  2.9033, -1.5990,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.4450, -1.1466,  0.0172, -0.1490, -0.2569,  1.6778,   0.0000,   0.0000,  0.8690,  0.6685,-52.2382,-16.6173,   0.00
 150.45,1, 28.0979, 39.6000, -3.4353, -1.7059,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.6192,  0.0931,  0.1242,  1.1361, -0.8938,  0.9760,   0.0000,   0.0000,  0.7266, -0.7557,-17.7726, 34.1076,   0.00
 150.53,1, 26.6790, 40.4000,  1.2984, -1.7534,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.6213,  0.0388, -0.1516,  0.5027, -0.3946, -0.1358,   0.0000,   0.0000,  0.9103,  3.5089, 21.7308, 36.0465,   0.00
 150.62,1, 30.9357, 39.2000, -4.3063, -1.8563,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -1.0430,  0.0392, -0.4595, -0.2829, -0.2791, -0.2204,   0.0000,   0.0000,  1.0194,  0.3356, 56.9980, 17.4408,   0.00
 150.74,1, 27.7624, 40.0000, -2.2489, -1.8563,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.7439, -1.1691, -0.3566,  0.1847, -0.6002,  1.4840,   0.0000,   0.0000,  0.9861,  0.3356, 51.8704,-31.5528,   0.00
 150.82,1, 29.0994, 39.6000, -3.4353, -1.9631,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.2328, -1.1194, -0.7771,  0.7456, -1.3417, -0.3828,   0.0000,   0.0000,  1.0865,  1.6726, 16.6156,-53.3346,   0.00
 150.90,1, 27.7624, 39.4000, -3.8952, -2.3030,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.1248, -0.5454, -0.8772, -0.5941, -0.0063, -0.5120,   0.0000,   0.0000,  1.0865,  0.3356, 11.3589,-92.9321,   0.00
 150.98,1, 28.8483, 40.0000, -2.2489, -2.1325,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.3085, -0.6656, -0.1278, -0.3693, -0.3903, -0.1948,   0.0000,   0.0000,  1.1618,  1.4215,-16.5993,-118.2688,   0.00
 151.06,1, 28.8483, 39.6000, -3.4353, -2.1325,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.1765, -0.6848, -0.1405, -0.3117, -0.3310, -0.5389,   0.0000,   0.0000,  1.0617,  1.4215,-29.7535,-151.5705,   0.00
 151.14,1, 28.8483, 40.8000,  2.9033, -1.8749,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.5646,  0.4649, -0.0387, -0.2570,  0.6697, -0.7017,   0.0000,   0.0000,  1.0366,  1.4215,-39.5935,161.7982,   0.00
 151.22,1, 28.8483, 37.8000, -6.4921, -2.0047,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.3739, -0.8055,  0.5461, -0.2233,  1.0071, -1.4140,   0.0000,   0.0000,  1.1119,  1.4215,-25.5177,106.8885,   0.00
 151.30,1, 28.8483, 39.2000, -4.3063, -2.1076,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.2721,  0.6259,  0.0861, -0.5706,  0.0694, -0.3963,   0.0000,   0.0000,  1.3296,  1.4215,-18.6596, 64.1192,   0.00
 151.38,1, 26.6790, 40.2000, -1.2984, -2.3177,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.9580, -0.0536, -0.2560, -0.7116,  1.1694, -0.3879,   0.0000,   0.0000,  0.9031, -0.7557,-21.7540, 56.2156,   0.00
 151.46,1, 27.7624, 39.4000, -3.8952, -2.6576,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.2145, -0.3473,  0.6251,  0.1722, -0.1288, -0.6099,   0.0000,   0.0000,  0.9031,  0.3356,-31.0048, 37.8393,   0.00
 151.54,1, 27.7624, 39.8000, -2.9033, -2.6310,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0613, -0.4650,  0.0046,  0.1336,  0.1769,  1.7483,   0.0000,   0.0000,  0.9031,  0.3356,-41.9352, 21.9808,   0.00
 151.62,1, 26.6790, 40.6000,  2.2489, -2.2671,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0718, -0.4378,  0.0540, -0.6103,  0.0114,  3.7479,   0.0000,   0.0000,  0.6603, -0.7557, -1.9917, 29.1029,   0.00
 151.69,1, 28.8483, 39.0000, -4.6815, -2.3064,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.2889,  0.1257,  0.7412,  0.1918, -0.0110,  0.8825,   0.0000,   0.0000,  0.7689,  1.4215, 34.6826, 37.9545,   0.00
 151.78,1, 27.7624, 40.8000,  2.9033, -2.0964,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  1.3855, -1.3787,  0.3537, -0.2621,  1.2020,  1.8916,   0.0000,   0.0000,  0.6603,  0.3356, 72.3028, 45.8011,   0.00
 151.86,1, 27.7624, 39.2000, -4.3063, -2.0440,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.9861, -0.1758,  0.2559, -0.0986, -0.0494, -0.0962,   0.0000,   0.0000,  0.5517,  0.3356, 62.1964,-51.0637,   0.00
 151.94,1, 26.6790, 40.6000,  2.2489, -1.8191,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.4916,  0.4099, -0.3132, -0.0063,  0.4404,  0.3727,   0.0000,   0.0000,  0.3340, -0.7557, 63.7781,-106.2570,   0.00
 152.01,1, 28.8483, 39.8000, -2.9033, -2.1094,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0149,  0.1436, -0.2403,  0.0435,  0.4462,  1.5236,   0.0000,   0.0000,  0.3340,  1.4215, 39.7583,-75.8141,   0.00
 152.09,1, 33.1077, 40.0000, -2.2489, -2.0501,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.5702,  0.3037, -0.1531, -0.0730,  0.4442, -0.0219,   0.0000,   0.0000,  0.7602,  5.6835,  0.5051,-61.1117,   0.00
 152.17,1, 27.7624, 40.4000,  1.2984, -2.0501,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.2414, -0.5859, -0.4841, -0.0713, -0.2933,  0.1187,   0.0000,   0.0000,  0.8693,  0.3356,-11.9297,-71.2692,   0.00
 152.25,1, 27.7624, 39.8000, -2.9033, -1.9800,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.8787,  0.3125, -0.0564,  0.1870,  0.3104,  1.0131,   0.0000,   0.0000,  0.8693,  0.3356,-34.6213,-87.8809,   0.00
 152.33,1, 28.5154, 40.4000,  1.2984, -1.8026,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0232, -0.7786,  0.1233,  0.1603,  0.4222,  0.4108,   0.0000,   0.0000,  0.9446,  1.0886,-19.8269,-67.7866,   0.00
 152.41,1, 26.6790, 39.8000, -2.9033, -1.7760,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.1801, -0.3852, -0.4445,  0.8341, -0.2741,  1.0216,   0.0000,   0.0000,  0.9446, -0.7557, -6.0398,-67.4452,   0.00
 152.49,1, 27.4294, 40.4000,  1.2984, -1.5163,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.2067,  0.1935, -0.8340,  0.5579,  0.1361,  2.8698,   0.0000,   0.0000,  0.8025,  0.0000, 12.1884,-64.7711,   0.00
 152.56,1, 28.5154, 40.2000, -1.2984, -1.4688,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.7400, -0.0336, -0.8704,  0.2010,  0.1659,  0.6565,   0.0000,   0.0000,  0.8778,  1.0886, 25.2611,-43.5312,   0.00
 152.65,1, 30.9357, 39.8000, -2.9033, -1.4422,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.3002,  0.0733, -0.2495, -0.1400, -0.1430, -0.3498,   0.0000,   0.0000,  1.1951,  3.5089, 24.6628,-11.4889,   0.00
 152.72,1, 27.4294, 40.4000,  1.2984, -1.5224,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  1.1848, -0.3658, -0.6814, -0.0168,  0.1519,  0.1832,   0.0000,   0.0000,  1.2707,  0.0000, 17.8451,-49.7880,   0.00
 152.81,1, 29.5168, 39.6000, -3.4353, -1.3696,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.3216, -0.1621, -0.4256, -0.1613, -0.0981, -0.5060,   0.0000,   0.0000,  1.3375,  2.0900,  5.4697,-22.2232,   0.00
 152.88,1, 27.4294, 39.4000, -3.8952, -1.3491,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.7141, -0.0862, -0.3631,  0.2103, -0.5166,  0.4818,   0.0000,   0.0000,  0.7692,  0.0000, -6.8823,-62.0357,   0.00
 152.96,1, 25.2601, 39.6000, -3.4353, -1.4559,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.3618,  0.6054, -0.8213,  0.3805, -0.0208, -0.2034,   0.0000,   0.0000,  0.5184, -2.1719,-13.0762,-91.9239,   0.00
 153.04,1, 26.3435, 40.0000, -2.2489, -1.3736,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.7386,  0.2929, -0.6804, -0.1076, -0.2805, -0.3066,   0.0000,   0.0000,  0.3760, -1.0886, -7.2084,-122.2221,   0.00
 153.12,1, 27.4294, 39.8000, -2.9033, -1.3736,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.2816,  0.5635, -0.7891, -0.0502, -0.1232,  0.0595,   0.0000,   0.0000,  0.2671,  0.0000,-19.1938,-162.0124,   0.00
 153.20,1, 28.5154, 40.2000, -1.2984, -1.5509,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.8082, -0.1516, -0.4776, -0.1356, -0.5322,  0.9059,   0.0000,   0.0000,  0.4516,  1.0886,-11.6714,-144.8731,   0.00
 153.29,1, 27.4294, 40.4000,  1.2984, -1.2520,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.2701, -0.7096, -0.1048, -0.0025,  0.3332,  0.5861,   0.0000,   0.0000,  0.5604,  1.0886, 18.6326,-113.6677,   0.00
 153.41,1, 29.5168, 40.0000, -2.2489, -1.5096,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.6814,  0.1050, -0.2477,  0.2508, -0.9586,  1.0696,   0.0000,   0.0000,  0.6606,  2.0900, 12.1069,-107.9761,   0.00
 153.49,1, 28.5154, 40.4000,  1.2984, -1.2293,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.1276, -0.0423, -0.4787,  0.6781, -0.3197,  1.3753,   0.0000,   0.0000,  0.4185,  1.0886, -4.2394,-78.2532,   0.00
 153.57,1, 28.1799, 38.8000, -5.0287, -1.5932,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.4785, -0.0814, -0.2254,  0.2359,  0.1283,  0.2350,-999.0000,   0.0000,  0.4938,  0.7530,-20.9713,-44.0738,   0.00
 153.66,1, 31.6888, 40.8000,  2.9033, -1.3029,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.0022,  0.2012, -0.2764,  0.1610,  0.1616, -0.0341,   0.0000,   0.0000,  0.7110,  4.2620,-14.1014,-14.3724,   0.00
