Tempo,Weight on Wheels,Altitude Pressão,Pitot raw,Pitot velocidade calibrada,Pitot velocidade calibrada filtrado,Velocidade Calibrada GPS,Rotação da hélice,Deflexão profundor,Deflexão aileron,Deflexão leme,Taxa de rolamento,Taxa de arfagem,Taxa de guinada,Fator de carga X,Fator de carga Y,Fator de carga Z,Posição X,Posição Y,Posição Z filtrado,Posição Z,Atitude,Inclinação lateral,Tempo de voo
s,-,m,volt analog,m/s,m/s,m/s,rpm,°,°,°,°/s,°/s,°/s,g,g,g,m,m,m,m,°,°,s
 373.98,0, 72.0178, 60.0000, 18.2241, 18.5940, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000, -0.1457,  0.0422,  0.0258,  0.0047, -0.0533,  0.9746,  40.3080,-150.7998, 45.1969, 44.6174,  2.8196,-13.5301, 135.48
 374.12,0, 73.1091, 59.8000, 18.1313, 18.5531, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000, -0.1404,  0.1719, -0.1873,  0.0829, -0.0681,  1.4048,  40.3080,-150.7998, 45.3060, 45.7087, -8.2039,  3.3353, 135.63
 374.23,0, 72.0178, 61.2000, 18.7709, 18.5712, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000, -0.1120, -0.1595, -0.3728, -0.0614,  0.0616,  1.2582,  40.3080,-150.7998, 45.0878, 43.5262,  4.6672, -0.3553, 135.73
 374.36,0, 71.2648, 60.0000, 18.2241, 18.4662, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000, -0.1769, -0.0482, -0.3967, -0.0225,  0.0023,  1.3754,  40.3080,-150.7998, 44.7942, 43.8644,  3.3367, -2.3037, 135.87
 374.46,0, 72.0178, 59.4000, 17.9444, 18.4204, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000, -0.1961, -0.0193, -0.3817, -0.0769, -0.0842,  0.9024,  40.3080,-150.7998, 44.7606, 44.6174, -1.2784, -2.8645, 135.95
 374.62,0, 74.5333, 59.6000, 18.0381, 18.3442, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000, -0.1142, -0.4378,  0.2035, -0.0696,  0.0102,  0.8089,  40.3080,-150.7998, 44.6851, 46.0443,-10.3483,-12.2349, 136.13
 374.75,0, 74.5333, 60.0000, 18.2241, 18.2773, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000, -0.0242, -0.1895,  0.2948,  0.0707, -0.0003,  1.2378,  40.3080,-150.7998, 44.7186, 47.1355, -3.4448, -2.2471, 136.26
 374.84,0, 74.1977, 59.4000, 17.9444, 18.2820, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000,  0.0260,  0.0816,  0.3591,  0.1133,  0.0415,  1.2897,  40.3080,-150.7998, 44.9369, 46.8000,  8.0134,  6.4111, 136.34
 374.99,0, 74.1977, 59.0000, 17.7555, 18.2494, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000,  0.1963, -0.0127,  0.3674, -0.0139,  0.0490,  0.9312,  40.3080,-150.7998, 45.1551, 46.8000, 11.0526,  8.1228, 136.50
 375.08,0, 73.1091, 57.2000, 16.8793, 18.1503, 18.2988,-999.0000,-999.0000,-999.0000,-999.0000,  0.2277, -0.0691,  0.3135, -0.0100,  0.0489,  1.0125,  40.3080,-150.7998, 45.4823, 45.7087, -1.8029,  5.9383, 136.59
 375.17,0, 73.1091, 56.6000, 16.5770, 18.0451, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.0642, -0.0052,  0.1733, -0.0213, -0.0538,  1.0074,   4.2429,-110.5358, 45.5914, 45.7087,-13.0083, -4.1733, 136.66
 375.32,0, 73.1091, 57.2000, 16.8793, 17.9733, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.2738, -0.0183,  0.1024, -0.0140, -0.0896,  1.0193,   4.2429,-110.5358, 45.5914, 45.7087, -5.6067,-11.9269, 136.81
 375.48,0, 73.1091, 57.6000, 17.0779, 17.9635, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.1525, -0.0767, -0.0803,  0.1102, -0.0526,  0.9562,   4.2429,-110.5358, 46.0279, 47.8912, 12.6551, -6.7447, 136.97
 375.61,0, 74.1977, 54.6000, 15.5267, 17.8520, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.2659, -0.0396, -0.0538,  0.1052, -0.0087,  0.9219,   4.2429,-110.5358, 46.3214, 46.8000, 11.5191,  0.0558, 137.13
 375.72,0, 75.2890, 55.6000, 16.0604, 17.7816, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.2548, -0.0180, -0.0115,  0.0745, -0.0820,  0.9871,   4.2429,-110.5358, 46.6488, 47.8912,  6.9196,  4.5103, 137.23
 375.85,0, 74.5333, 55.4000, 15.9551, 17.6275, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.1527,  0.0239,  0.1190,  0.0783, -0.0830,  0.8844,   4.2429,-110.5358, 46.7579, 47.1355, -4.9186,-10.5184, 137.37
 375.96,0, 75.2890, 55.2000, 15.8491, 17.4504, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.0692, -0.0770,  0.1798,  0.0022,  0.0261,  1.0410,   4.2429,-110.5358, 46.6153, 45.7087,  1.5548, -6.8768, 137.46
 376.10,0, 74.5333, 55.8000, 16.1651, 17.3429, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.3004,  0.1624,  0.3365,  0.1368, -0.0979,  0.9199,   4.2429,-110.5358, 46.6488, 47.1355,  4.4810,  4.2482, 137.62
 376.25,0, 74.5333, 52.6000, 14.4001, 17.1379, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.0050, -0.0833,  0.2420,  0.0313, -0.1054,  0.8394,   4.2429,-110.5358, 46.6824, 47.1355,  9.9411, -0.3727, 137.76
 376.42,0, 74.5333, 55.2000, 15.8491, 17.0238, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.1246,  0.1329,  0.2629,  0.1275, -0.2204,  1.3091,   4.2429,-110.5358, 46.8251, 47.1355, -1.2664,-17.8061, 137.93
 376.50,0, 75.2890, 55.4000, 15.9551, 16.9104, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.1059,  0.2205,  0.3047,  0.1536,  0.0112,  1.2406,   4.2429,-110.5358, 47.0433, 47.8912, -1.0713,-17.4655, 137.99
 376.64,0, 74.1977, 54.2000, 15.3080, 16.7692, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.0062,  0.3248,  0.4205,  0.0382, -0.0983,  1.1066,   4.2429,-110.5358, 47.1524, 46.8000,  7.2808,  9.8134, 138.15
 376.72,0, 75.2890, 56.2000, 16.3723, 16.6493, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.3074,  0.1014,  0.4733,  0.0175, -0.1623,  0.7827,   4.2429,-110.5358, 47.1524, 47.8912,  5.3403,  7.5907, 138.23
 376.83,0, 74.5333, 54.6000, 15.5267, 16.5144, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.0011, -0.3492,  0.4159,  0.0030,  0.0449,  0.7245,   4.2429,-110.5358, 47.1860, 47.1355,  0.6867,-20.5549, 138.32
 376.98,0, 75.2890, 55.2000, 15.8491, 16.4096, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.1170, -0.0673,  0.2659,  0.1223, -0.0146,  1.0889,   4.2429,-110.5358, 47.1860, 47.8912, -0.5814,-11.8487, 138.46
 377.14,0, 75.2890, 55.6000, 16.0604, 16.3107, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.3363, -0.0314, -0.0353,  0.0537, -0.0463,  1.0163,   4.2429,-110.5358, 47.3707, 48.9825,  6.4198,  9.5002, 138.64
 377.29,0, 74.1977, 53.8000, 15.0862, 16.1539, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.0431,  0.0529, -0.0695,  0.0366, -0.0668,  1.1083,   4.2429,-110.5358, 47.4798, 46.8000,  3.0589, -2.6754, 138.80
 377.37,0, 77.8044, 55.0000, 15.7424, 16.0438, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.0359,  0.1578,  0.0594,  0.0609, -0.0476,  0.9442,   4.2429,-110.5358, 47.8072, 50.4093, -0.5008,-14.2211, 138.86
 377.50,0, 74.5333, 55.2000, 15.8491, 15.9484, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.0154,  0.0306,  0.1799,  0.0219, -0.1492,  0.9168,   4.2429,-110.5358, 47.8072, 47.1355,  3.8292, -6.4175, 139.01
 377.58,0, 76.3802, 54.6000, 15.5267, 15.8808, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.0122,  0.0364,  0.2560,  0.0965, -0.0877,  1.0520,   4.2429,-110.5358, 47.9919, 48.9825,  5.4486, -2.0712, 139.09
 377.74,0, 75.2890, 55.0000, 15.7424, 15.8391, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.1559, -0.0004,  0.3725,  0.0618, -0.1622,  1.0445,   4.2429,-110.5358, 47.9919, 47.8912,  5.3308, -3.3467, 139.25
 377.83,0, 76.3802, 53.4000, 14.8610, 15.7382, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.1640, -0.0060,  0.3533,  0.0821,  0.0086,  0.8722,   4.2429,-110.5358, 48.2101, 48.9825,  2.3048,-10.9857, 139.33
 377.99,0, 75.2890, 54.8000, 15.6349, 15.6660, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.2178,  0.0109,  0.3761,  0.1390, -0.0384,  0.9501,   4.2429,-110.5358, 48.2101, 47.8912,  1.3735, -2.7751, 139.50
 378.08,0, 77.4688, 52.2000, 14.1640, 15.5979, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.1909, -0.1060,  0.3673,  0.0322, -0.1129,  0.8792,   4.2429,-110.5358, 48.2857, 47.8912, 10.0687,  4.7740, 139.56
 378.23,0, 75.2890, 54.2000, 15.3080, 15.5602, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.0528, -0.0330,  0.3772,  0.0908, -0.1521,  0.9514,   4.2429,-110.5358, 48.2857, 47.8912,  2.9598,-12.6645, 139.72
 378.39,0, 75.2890, 54.8000, 15.6349, 15.5442, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000, -0.0787,  0.0011,  0.5557,  0.0750, -0.0730,  1.0333,   4.2429,-110.5358, 48.3193, 49.3180,  1.3929,-10.9823, 139.90
 378.55,0, 76.3802, 53.4000, 14.8610, 15.4948, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.3727,  0.0991,  0.5695,  0.0741, -0.0789,  1.0048,   4.2429,-110.5358, 48.5375, 48.9825,  3.6305,  0.7843, 140.05
 378.70,0, 76.3802, 51.8000, 13.9239, 15.3828, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.5158,  0.0960,  0.6211,  0.0986, -0.0015,  1.0009,   4.2429,-110.5358, 48.3948, 48.9825,  7.6093,  7.4567, 140.19
 378.86,0, 76.3802, 54.8000, 15.6349, 15.4445, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.5267,  0.0251,  0.4864,  0.0330,  0.1452,  0.9570,   4.2429,-110.5358, 48.5795, 48.9825,  4.7709,  3.2507, 140.37
 379.01,0, 76.3802, 53.2000, 14.7471, 15.3894, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.0561,  0.0989,  0.3264,  0.0853,  0.1116,  1.0273,   4.2429,-110.5358, 48.5795, 48.9825,  1.1892,  9.5870, 140.52
 379.16,0, 75.2890, 55.6000, 16.0604, 15.3947, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.1060,  0.2629, -0.2080,  0.0997,  0.0630,  0.9474,   4.2429,-110.5358, 48.5795, 47.8912,  3.2940,  5.4594, 140.66
 379.24,0, 75.2890, 55.4000, 15.9551, 15.4270, 15.5774,-999.0000,-999.0000,-999.0000,-999.0000,  0.3398,  0.2017, -0.3677,  0.1196, -0.0202,  1.0040,   4.2429,-110.5358, 48.4704, 47.8912,  7.1117, -0.3030, 140.74
 379.33,0, 75.6245, 53.8000, 15.0862, 15.3627, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000,  0.4858,  0.0491, -0.4114,  0.1086, -0.0519,  1.1856, -45.8238, -81.6674, 48.5040, 48.2268, 10.2258, -4.5796, 140.82
 379.42,0, 74.1977, 54.8000, 15.6349, 15.3681, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000,  0.2342, -0.1125, -0.1957,  0.0422,  0.0222,  0.9835, -45.8238, -81.6674, 48.6131, 48.9825,  4.3106, -4.7305, 140.90
 379.54,0, 77.4688, 55.0000, 15.7424, 15.3628, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000, -0.0309, -0.1360, -0.1336,  0.1052,  0.0487,  1.0290, -45.8238, -81.6674, 48.8311, 50.0711, -0.5658,  0.3061, 141.05
 379.63,0, 75.2890, 56.0000, 16.2690, 15.3732, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000, -0.1574, -0.1083, -0.0814,  0.1968, -0.0107,  1.2451, -45.8238, -81.6674, 48.6884, 47.8912,  1.1882,  5.0474, 141.13
 379.72,0, 75.2890, 53.6000, 14.9740, 15.3676, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000, -0.3670, -0.1353,  0.0288,  0.0810, -0.0939,  1.0854, -45.8238, -81.6674, 48.5793, 47.8912,  9.4502,  2.0791, 141.22
 379.81,0, 74.1977, 55.0000, 15.7424, 15.3676, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000, -0.2209, -0.2133,  0.0784,  0.0780,  0.0298,  1.1107, -45.8238, -81.6674, 48.5793, 48.9825,  8.7501,-16.5891, 141.29
 379.95,0, 76.3802, 54.4000, 15.4178, 15.3461, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000, -0.3182, -0.1712,  0.0933,  0.0910,  0.0903,  0.9981, -45.8238, -81.6674, 48.5793, 48.9825,  3.0230,-11.3206, 141.46
 380.10,0, 76.3802, 54.0000, 15.1975, 15.3296, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000, -0.4169, -0.2218,  0.1602,  0.1006, -0.0570,  1.0178, -45.8238, -81.6674, 48.5793, 48.9825,  5.4155, 12.9090, 141.60
 380.26,0, 75.2890, 55.2000, 15.8491, 15.3349, 12.6553,-999.0000,-999.0000,-999.0000,-999.0000, -0.0763, -0.2173,  0.1697,  0.2551, -0.1032,  1.4094, -59.8255, -80.5278, 48.5793, 47.8912, 10.8603, -4.9167, 141.78
 380.35,0, 75.2890, 53.6000, 14.9740, 15.3406, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000, -0.3654,  0.0091,  0.2371,  0.0404, -0.0090,  1.2655, -59.8255, -80.5278, 48.5793, 47.8912,  7.4972,-17.9338, 141.84
 380.57,0, 75.2890, 55.2000, 15.8491, 15.3513, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000, -0.0024,  0.1394,  0.2112,  0.1581, -0.1171,  1.2223, -59.8255, -80.5278, 48.5457, 47.8912,  0.9810,  8.0511, 142.07
 380.65,0, 74.1977, 54.8000, 15.6349, 15.4248, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000,  0.1203, -0.0367,  0.2700,  0.0649, -0.0573,  1.0655, -59.8255, -80.5278, 48.3275, 46.8000,  5.6102, 10.2131, 142.15
 380.75,0, 76.3802, 55.0000, 15.7424, 15.4466, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000,  0.0434, -0.1982,  0.2735,  0.0781,  0.0453,  1.1726, -59.8255, -80.5278, 48.2186, 48.9825,  5.6727, -3.8499, 142.23
 380.88,0, 76.3802, 54.2000, 15.3080, 15.4302, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000,  0.1310, -0.2485,  0.2672,  0.2008, -0.0362,  1.2512, -59.8255, -80.5278, 48.3277, 48.9825,  7.3681, -7.3895, 142.39
 380.96,0, 73.1091, 54.8000, 15.6349, 15.4689, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000,  0.0704, -0.1672,  0.2939,  0.1395, -0.0750,  1.3316, -59.8255, -80.5278, 48.1095, 45.7087, 11.1549, -5.9996, 142.47
 381.05,0, 76.3802, 54.8000, 15.6349, 15.5545, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000,  0.1505, -0.1495,  0.3056,  0.0896, -0.1132,  1.2559, -59.8255, -80.5278, 48.1095, 48.9825, 11.3584, -1.7558, 142.54
 381.13,0, 75.2890, 56.6000, 16.5770, 15.6016, 12.9383,-999.0000,-999.0000,-999.0000,-999.0000,  0.0879, -0.1895,  0.3417,  0.0641, -0.0062,  1.1511, -59.8255, -80.5278, 48.0003, 47.8912,  6.5743,  0.4100, 142.62
 381.30,0, 77.4688, 55.0000, 15.7424, 15.6513, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000,  0.0067, -0.1534,  0.2480,  0.1403, -0.0510,  1.1913, -73.8272, -82.0472, 47.8912, 47.8912,  0.4674,  5.1220, 142.79
 381.43,0, 75.2890, 55.0000, 15.7424, 15.6354, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000,  0.0224, -0.2481,  0.2373,  0.1200, -0.0338,  1.1610, -73.8272, -82.0472, 47.8912, 47.8912,  7.0695, -3.2864, 142.94
 381.53,0, 77.4688, 56.4000, 16.4750, 15.6614, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000,  0.1191, -0.1008,  0.1643,  0.2002,  0.0560,  1.3498, -73.8272, -82.0472, 48.0003, 48.9825, 12.0003, -3.8739, 143.03
 381.67,0, 74.1977, 55.0000, 15.7424, 15.6942, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000,  0.2504,  0.0189,  0.1311,  0.2116, -0.0682,  1.5202, -73.8272, -82.0472, 47.8912, 46.8000, 10.7587,  7.1111, 143.18
 381.76,0, 75.2890, 55.4000, 15.9551, 15.7102, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000,  0.2001,  0.0307,  0.1615,  0.1123, -0.0041,  1.4199, -73.8272, -82.0472, 48.2183, 50.0711,  0.7707,  5.7100, 143.25
 381.91,0, 77.4688, 54.8000, 15.6349, 15.7049, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000,  0.1688, -0.1171,  0.0746,  0.0548,  0.0926,  0.9783, -73.8272, -82.0472, 48.3272, 50.0711, -2.6288,  1.9452, 143.41
 382.07,0, 76.3802, 55.6000, 16.0604, 15.6944, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000, -0.3211, -0.1356,  0.1806,  0.1513, -0.0721,  0.9621, -73.8272, -82.0472, 48.3272, 48.9825,  5.4596, -0.5261, 143.58
 382.16,0, 76.3802, 55.4000, 15.9551, 15.7435, 12.7737,-999.0000,-999.0000,-999.0000,-999.0000, -0.3046, -0.2497,  0.2008,  0.1262, -0.0975,  0.9324, -73.8272, -82.0472, 48.6546, 48.9825, 15.6264,-16.8417, 143.64
 382.31,0, 77.4688, 54.6000, 15.5267, 15.7327, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000, -0.0653, -0.4188,  0.1398,  0.0646, -0.0651,  0.9429, -86.9804, -86.2255, 48.7634, 50.0711, 13.2295,-16.1692, 143.82
 382.45,0, 76.3802, 55.6000, 16.0604, 15.7648, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000, -0.1085, -0.0215,  0.1880,  0.0771, -0.1085,  1.1705, -86.9804, -86.2255, 48.8726, 48.9825,  1.6271,  5.7867, 143.96
 382.54,0, 79.6513, 54.0000, 15.1975, 15.7648, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000, -0.0400, -0.0343,  0.2459,  0.0291,  0.0187,  0.9588, -86.9804, -86.2255, 49.3091, 52.2563, -0.5773,  6.5888, 144.04
 382.63,0, 79.6513, 51.6000, 13.8023, 15.6625, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000, -0.0576, -0.0166,  0.2949,  0.1864, -0.1062,  1.0631, -86.9804, -86.2255, 49.7456, 52.2563, -2.0575,  3.3143, 144.12
 382.71,0, 77.4688, 54.0000, 15.1975, 15.6737, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000,  0.4686,  0.0364,  0.4273,  0.0525, -0.0113,  0.7264, -86.9804, -86.2255, 49.8544, 50.0711,  9.8394,-12.3514, 144.19
 382.87,0, 78.5601, 51.6000, 13.8023, 15.5713, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000,  0.6973,  0.0832,  0.4502,  0.1153,  0.0427,  0.5840, -86.9804, -86.2255, 50.2907, 51.1623,  7.8704,  7.7315, 144.35
 382.99,0, 78.5601, 52.8000, 14.5167, 15.5154, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000,  0.6193,  0.0833,  0.5325, -0.0082,  0.0057,  0.3776, -86.9804, -86.2255, 50.3998, 51.1623,  8.6745, 19.4673, 144.51
 383.10,0, 77.4688, 52.8000, 14.5167, 15.4541, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000,  0.2546, -0.0409,  0.6026,  0.0112,  0.0181,  0.4319, -86.9804, -86.2255, 50.3998, 50.0711, -7.1628,  4.4452, 144.60
 383.24,0, 79.6513, 51.6000, 13.8023, 15.3788, 11.9660,-999.0000,-999.0000,-999.0000,-999.0000,  0.0542,  0.3052,  0.4925,  0.1843,  0.0107,  0.7325, -86.9804, -86.2255, 50.7272, 52.2563, -5.3491,-13.3614, 144.74
 383.39,0, 78.5601, 50.8000, 13.3047, 15.2623, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000, -0.0962,  0.4978,  0.1813,  0.0927,  0.0279,  0.5216, -97.5877, -92.1132, 50.9452, 51.1623, 21.5233, -4.4629, 144.90
 383.49,0, 79.6513, 51.8000, 13.9239, 15.1768, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.0896,  0.3861,  0.0405,  0.1433, -0.0204,  0.6330, -97.5877, -92.1132, 51.0543, 51.1623, 12.2935, 16.0876, 144.99
 383.62,0, 79.6513, 53.2000, 14.7471, 15.0853, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.2758,  0.3123, -0.0864,  0.1413, -0.0060,  0.6803, -97.5877, -92.1132, 51.3817, 52.2563,  3.5747,  6.7518, 145.13
 383.71,0, 77.4688, 52.8000, 14.5167, 15.0240, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.3089,  0.1763,  0.0066,  0.0425, -0.0744,  0.6189, -97.5877, -92.1132, 51.1631, 50.0711,  3.7898, -5.1204, 145.21
 383.79,0, 78.5601, 50.4000, 13.0489, 14.8893, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.3756,  0.1595,  0.0516,  0.1572, -0.0265,  0.6929, -97.5877, -92.1132, 51.0538, 51.1623,  4.8280,-15.6952, 145.29
 383.89,0, 76.3802, 50.2000, 12.9190, 14.7115, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.1845,  0.0565,  0.2130,  0.0479, -0.0257,  0.6892, -97.5877, -92.1132, 50.9449, 48.9825, 13.9764, -2.4484, 145.37
 384.02,0, 78.2245, 51.8000, 13.9239, 14.6206, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.1392,  0.1373,  0.2345,  0.1092,  0.0050,  0.7726, -97.5877, -92.1132, 50.9113, 50.8268,  6.5973,  5.0345, 145.53
 384.10,0, 76.3802, 51.0000, 13.4309, 14.4944, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.1389,  0.3051,  0.2346,  0.2087, -0.0359,  0.7942, -97.5877, -92.1132, 50.6933, 48.9825,  0.4821,  6.5844, 145.60
 384.19,0, 76.3802, 51.8000, 13.9239, 14.4088, 10.9988,-999.0000,-999.0000,-999.0000,-999.0000,  0.2458,  0.2871,  0.2407,  0.1305,  0.0186,  0.8668, -97.5877, -92.1132, 50.5845, 48.9825,  6.9254,  2.6647, 145.68
 384.27,0, 77.4688, 52.2000, 14.1640, 14.3140, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000,  0.1490,  0.2335,  0.2514,  0.1248,  0.0740,  0.8842, -97.5877, -86.6054, 50.3660, 50.0711, 15.7049,  2.3207, 145.76
 384.41,0, 76.0446, 52.8000, 14.5167, 14.2421, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000,  0.0613,  0.2090,  0.1895,  0.0193, -0.0129,  0.6662, -97.5877, -86.6054, 50.1142, 48.6443, 14.0899,  2.5179, 145.92
 384.49,0, 77.1333, 50.8000, 13.3047, 14.1310, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000,  0.0403,  0.1803,  0.1533,  0.1023, -0.0368,  0.7094, -97.5877, -86.6054, 49.9715, 49.7355,  3.5154, -2.6379, 146.00
 384.58,0, 76.3802, 53.2000, 14.7471, 14.0653, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000, -0.0347, -0.0032,  0.1042,  0.0443,  0.0179,  0.5959, -97.5877, -86.6054, 49.6441, 48.9825, -0.0993, -8.6402, 146.08
 384.66,0, 76.3802, 53.4000, 14.8610, 14.0485, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000, -0.1155,  0.0465, -0.0150,  0.1257,  0.0440,  0.9316, -97.5877, -86.6054, 49.5352, 48.9825, -0.0844, -6.5182, 146.16
 384.75,0, 75.2890, 54.2000, 15.3080, 14.1238, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000, -0.0462,  0.0631, -0.1590,  0.1143, -0.0023,  0.8591, -97.5877, -86.6054, 49.2834, 48.6443,  5.1483, 10.6040, 146.23
 384.88,0, 75.2890, 52.2000, 14.1640, 14.0721, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000,  0.2074,  0.1201, -0.1787,  0.1828, -0.0034,  0.9558, -97.5877, -86.6054, 49.1743, 47.8912,  7.8651, 10.0473, 146.39
 384.98,0, 74.1977, 53.8000, 15.0862, 14.1363, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000,  0.1175,  0.0186, -0.0698,  0.1110, -0.0510,  1.0011, -97.5877, -86.6054, 48.7716, 46.8000, 14.4513,  2.9997, 146.48
 385.06,0, 76.3802, 53.2000, 14.7471, 14.1478, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000, -0.0575,  0.1810,  0.0103,  0.2268, -0.0351,  1.0045, -97.5877, -86.6054, 48.5534, 46.8000, 11.2960,-15.0696, 146.55
 385.21,0, 74.1977, 53.6000, 14.9740, 14.1707, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000, -0.2306,  0.1511, -0.0550,  0.0233, -0.0687,  0.9477, -97.5877, -86.6054, 48.3351, 46.8000,  3.0159,-11.0395, 146.70
 385.30,0, 75.2890, 54.8000, 15.6349, 14.2623, 11.0194,-999.0000,-999.0000,-999.0000,-999.0000, -0.1968,  0.0459, -0.0466,  0.1039, -0.0538,  0.9255, -97.5877, -86.6054, 48.1171, 47.8912, -5.9809, -4.6425, 146.78
 385.43,0, 75.2890, 54.8000, 15.6349, 14.3788, 11.5647,-999.0000,-999.0000,-999.0000,-999.0000, -0.2114, -0.1160, -0.0004,  0.1357,  0.0216,  1.0861,-114.9838,-108.2567, 48.0418, 47.8912,  6.8098,  2.2777, 146.94
 385.52,0, 72.0178, 56.4000, 16.4750, 14.5064, 11.5647,-999.0000,-999.0000,-999.0000,-999.0000, -0.1822, -0.2570,  0.0437,  0.0865, -0.1059,  1.2346,-114.9838,-108.2567, 47.5300, 44.6174, 17.3019,  2.9963, 147.02
 385.67,0, 73.1091, 56.6000, 16.5770, 14.5979, 11.5647,-999.0000,-999.0000,-999.0000,-999.0000, -0.3666, -0.1752,  0.1561,  0.1734, -0.0638,  1.3323,-114.9838,-108.2567, 47.2026, 45.7087, 10.9633, -9.4507, 147.18
